premise,hypothesis,label,unique_id
"A young woman is wearing a red shirt, black riding helmet, black pants, and black shoes, while riding in a saddle on a white horse.",The woman in black and red was riding bare back.,2,1_4121a
"A young woman is wearing a red shirt, black riding helmet, black pants, and black shoes, while riding in a saddle on a white horse.",The woman was wearing black and red.,0,1_4121b
"A young woman is wearing a red shirt, black riding helmet, black pants, and black shoes, while riding in a saddle on a white horse.",The woman and her horse are outside.,1,1_4121c
"There are several women, some wearing T-shirts with HSBC on them, at a food buffet.",They are standing in line at a park.,2,1_4171a
"There are several women, some wearing T-shirts with HSBC on them, at a food buffet.",They all work for the same company.,1,1_4171b
"There are several women, some wearing T-shirts with HSBC on them, at a food buffet.",They are getting food.,0,1_4171c
people put their hands on a Frisbee.,People playing a game of Frisbee.,1,1_4177a
people put their hands on a Frisbee.,People holding a Frisbee together.,0,1_4177b
people put their hands on a Frisbee.,A group of people play baseball.,2,1_4177c
A group of people look on as a group of hot air balloons are inflated before takeoff.,Some people are outside.,0,1_4208a
A group of people look on as a group of hot air balloons are inflated before takeoff.,Some people are riding in hot air baloons.,2,1_4208b
A group of people look on as a group of hot air balloons are inflated before takeoff.,A group of people look on as a group of blue and gold hot air balloons are inflated before takeoff.,1,1_4208c
Group of young adults with buckets and soaking wet on street.,A group of protesters in front of the courthouse.,2,1_4287a
Group of young adults with buckets and soaking wet on street.,People have a water fight in the middle of the road.,1,1_4287b
Group of young adults with buckets and soaking wet on street.,A group of people in wet clothes with buckets.,0,1_4287c
Two girls wearing pink have their hands in or near a fountain in a shopping complex where people throw coins in it.,The girls in pink are putting their hands in the water.,0,1_4289a
Two girls wearing pink have their hands in or near a fountain in a shopping complex where people throw coins in it.,The girls are trying to steal the change.,1,1_4289b
Two girls wearing pink have their hands in or near a fountain in a shopping complex where people throw coins in it.,The girls are on the elevator.,2,1_4289c
A brown dog runs on the sand carrying a stick.,The dog is moving on the sand.,0,1_4336a
A brown dog runs on the sand carrying a stick.,The dog is white and is running in the grass.,2,1_4336b
A brown dog runs on the sand carrying a stick.,The dog is playing fetch.,1,1_4336c
People are swimming and floating in the ocean.,People are floating in the ocean.,0,1_4341a
People are swimming and floating in the ocean.,People are swimming and floating in the lake.,2,1_4341b
People are swimming and floating in the ocean.,Men are swimming and floating in the ocean.,1,1_4341c
Two men outside during a snow-filled day.,Two men are inside watching football.,2,1_4401a
Two men outside during a snow-filled day.,Two men are shoveling snow.,1,1_4401b
Two men outside during a snow-filled day.,Two men are outdoors.,0,1_4401c
A woman in a white shirt is making a face while trying to lift a bar.,A man in a white shirt is making a face while trying to lift a bar.,2,1_4533a
A woman in a white shirt is making a face while trying to lift a bar.,A sad woman in a white shirt is making a face while trying to lift a bar.,1,1_4533b
A woman in a white shirt is making a face while trying to lift a bar.,A woman in a shirt is making a face while trying to lift a bar.,0,1_4533c
A couple stands near a piano and look up at a painting.,A couple are standing in line for tickets at the movie theater.,2,1_4573a
A couple stands near a piano and look up at a painting.,The couple are at a gallery exhibit.,1,1_4573b
A couple stands near a piano and look up at a painting.,Two people are studying a piece of art.,0,1_4573c
A boy trying to move another boy out the way of a billy goat about to butt him.,goat angry at boys,1,1_4576a
A boy trying to move another boy out the way of a billy goat about to butt him.,girl eats pumpkin seeds,2,1_4576b
A boy trying to move another boy out the way of a billy goat about to butt him.,boys near goat,0,1_4576c
A group of children plays in a large fountain.,A group of children playing in large fountain,0,1_4594a
A group of children plays in a large fountain.,A group of children sleeping under tree,2,1_4594b
A group of children plays in a large fountain.,A group of children playing in large water fountain,0,1_4594c
an older man with long blond-hair wearing a rocker outfit,A man is wearing a rocker outfit.,0,1_4682a
an older man with long blond-hair wearing a rocker outfit,A man is about to perform with his rock band.,1,1_4682b
an older man with long blond-hair wearing a rocker outfit,A man with brown hair is wearing a dress.,2,1_4682c
A man with a gray beard is being shaved in front of a lecture hall,A man reading a book in the library.,2,1_4853a
A man with a gray beard is being shaved in front of a lecture hall,A man being shaved in fron of a building.,0,1_4853b
A man with a gray beard is being shaved in front of a lecture hall,A man being shaved.,1,1_4853c
He is doing tricks on the skateboard.,A skateboarder does tricks.,0,1_4885a
He is doing tricks on the skateboard.,The skateboarder is sitting and eating a sandwich.,2,1_4885b
He is doing tricks on the skateboard.,The skateboarder is Tony Hawk.,1,1_4885c
Two men are inspecting a ship that is moored to a dock.,The men are on a ship in the docks,1,1_5009a
Two men are inspecting a ship that is moored to a dock.,the two guys are are looking at ship in the docks.,0,1_5009b
Two men are inspecting a ship that is moored to a dock.,The two men are on a ship to india.,2,1_5009c
A group of old men are playing instruments for a crowd.,the elderly men play music for their family,1,1_5065a
A group of old men are playing instruments for a crowd.,the elderly men play music,0,1_5065b
A group of old men are playing instruments for a crowd.,the pigs eat fish,2,1_5065c
A woman in an orange scarf pulls a pack of cigarettes from a carton.,The woman is a smoker.,0,1_5073a
A woman in an orange scarf pulls a pack of cigarettes from a carton.,The woman is buying cigarettes from a store.,2,1_5073b
A woman in an orange scarf pulls a pack of cigarettes from a carton.,The woman has an addiction to cigarettes.,1,1_5073c
Two small children are playing on a old white truck.,The children are driving a truck.,2,1_5094a
Two small children are playing on a old white truck.,Two kids are on an old truck.,0,1_5094b
Two small children are playing on a old white truck.,The siblings are playing games on the truck.,1,1_5094c
A construction site at night.,Drag racing at night.,2,1_5095a
A construction site at night.,The workers are trying to get ahead of schedule.,1,1_5095b
A construction site at night.,Construction at night.,0,1_5095c
Two hispanic women and one man unpacking their cart at the grocery store.,the women are at a ice skating rink,2,1_5159a
Two hispanic women and one man unpacking their cart at the grocery store.,the women are sisters,1,1_5159b
Two hispanic women and one man unpacking their cart at the grocery store.,the women and men are shopping,0,1_5159c
soccer players stand on the field.,soccer is played on the field,1,1_5170a
soccer players stand on the field.,the field is ready for football.,2,1_5170b
soccer players stand on the field.,soccer players are good at soccer,1,1_5170c
A dog and cow standing at a fence.,Some animals are sleeping in the barn.,2,1_5183a
A dog and cow standing at a fence.,Some animals are standing inside a fence.,0,1_5183b
A dog and cow standing at a fence.,A cow is trying to escape from its fenced area.,1,1_5183c
People with costumes are gathered in a wooded area looking the same direction.,a dog jumps,2,1_5217a
People with costumes are gathered in a wooded area looking the same direction.,people gather on halloween,1,1_5217b
People with costumes are gathered in a wooded area looking the same direction.,people wear costumes,0,1_5217c
