premise,hypothesis,label
A man on a motorcycle is towing a bicyclist on his bicycle behind him.,A woman on a motorcycle is racing beside a man on a bicycle.,2
A boy chasing a baseball.,The boy is sitting down.,2
A young boy wearing a blue sweater is concentrating on a game he is playing with his hands.,A boy learns to knit.,2
Two ladies in large sunhats walk down the street.,Two women walk the streets in the summer.,1
Four people in black shirts giving a presentation to a room full of people using a big projector image on the wall.,Four people are in black shirts.,0
A man holding an umbrella stands on the side of a street.,A man with an umbrella is standing near a road.,0
"A mountain biker, wearing a black helmet and shirt, in motion.",A person wearing a helmet rides a bike.,0
"A woman is looking at the nutrition facts of a food item, while her friend plays on her smartphone.",the woman is fat,1
A young girl holds her hair as the wind blows.,The girl is blonde,1
"The man with a long beard and moustache, wearing a hat, sits outside.",A person wearing a hat is outdoors.,0
A well-dressed group of mixed gender is rolling down a white slope inside a building.,the group is naked,2
"Two men, one man selling fruit the other inspecting the fruit and conversing with the seller.",Two men sleeping on a street.,2
A crowded cafe with offset square tables.,People eat at a popular cafe during the mid-day lunch rush.,1
A man plays with a blond toddler in a backyard with brown grass.,Man and child are outdoors.,0
A little girl holding a camera.,A girl is getting ready to take a picture.,1
Appears to be an elderly Indian with his markings on his face.,The man has something on his skin.,0
A woman in high heels and black leggings sitting on the sidewalk.,A woman is standing.,2
"A group of co-ed youth hand wash a red truck, one washes the back glass while another washes the side with a rag.",A man walks into a grocery store.,2
Two people walking down a lane in the woods.,Two people are walking.,0
A number of identically costumed women dance outdoors before an audience.,The women are performing a traditional Inuit dance.,1
A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.,a lady walks down the street approaching a man in black,0
One man dives for the ball as other players attempt control during a soccer game.,a woman dives for the ball,2
Man in a bench watching another man sleeping.,A man soaks in his hot tub.,2
Four men dressed in a specific a traditional outfit while playing musical instruments.,The men are dressed up.,0
A boy covers his face while sitting on a trampoline.,The girl is sitting on the trampoline.,2
Small dog jumping into water.,The dog doesn't know how to swim.,1
"One man is playing a guitar, another is playing the keyboard and the last is playing a trumpet.",The three men were in a band together,1
A child performs skateboard tricks on a wooden platform.,The boy flies a plane.,2
A man is a white lab coat with safety glass pouring liquid from one glass to another while a woman looks on.,The man is working in a lab.,0
A man is looking into a telescope.,the man is looking at something small and far away,0
People raising their hands at a concert.,There are people with their hands in the air.,0
Three young boys are crouching to look at books.,They are reading.,0
A child plays with a toy in the grass.,A child playing with a toy.,0
A crowd of people watch a street performer do a trick with a fancy pogo stick.,The audience gazes in horror as a performer lies lifeless on the ground.,2
Two men in a bar making funny faces while holding a drink with their right hand.,Two men are outside with a drink.,2
Several people standing on a subway platform.,Several people are standing.,0
A man wearing a Vegas shirt has an open suitcase beside him.,The man is wearing a plain black shirt,2
An old man with a mustache is sitting down holding a gun and smiling.,A man is taking a break from hunting.,1
A person skateboarding down a ramp at night.,A skateboarder fell down.,2
View of a highway and feeder road with light traffic and a two road workers with their parked truck.,View of an airport runway.,2
Three men and two black dogs.,The men have white dogs.,2
A tattooed man pours a beer into the mouth of a thin blond man.,Two women drinking martinis.,2
A little girl wearing a white and red outfit is taking a picture of an adult.,A girl takes a picture of her Grandma.,1
A woman relaxing in a sauna.,A woman in a sauna.,0
Woman highlights work she has done on her notebook.,The woman highlights the work,0
Women's volleyball at the Olympics is very intense.,Women's volleyball games are equally matched.,1
The light brown dog and dark brown dog are running in the green grass.,The dogs are napping.,2
A family is sitting in a hut.,People are indoors.,0
a woman raises her hand.,boy eats popsickle,2
A surfer tries to stay moving on his white surfboard.,Nobody is moving,2
Male musician playing an accordion wearing a leather jacket and hat on a boardwalk or pier.,A man in a leather jacket is playing an instrument on the pier.,0
A young man in yellow pants is engaging in physical activity with a large audience watching.,the man is in a department store buying a hat,2
"Two children, sitting on the backs of camels, near the ocean.",The children are on a great journey.,1
Women at a counter in a laundry mat looking at through her purse.,There is a woman with a purse.,0
A caucasian female exploring rocks while collecting specimens.,A girl run in playground.,2
a little boy plays at the zoo.,a boy is at the zoo.,0
A swimmer takes a breath in the middle of a race.,A swimmer comes up for air.,0
"A construction worker in a hard hat is standing on a contraption outside, working.",A woman reading a book inside,2
A child jumping in the air with his or her shirt flying open.,A child running.,2
