premise,hypothesis,label
Person doing a trick wheelie on a motorcycle.,The person is doing a trick,0
The woman with a colorful blanket is smoking a pipe.,The woman is asleep.,2
A young boy is smiling while standing on a staircase.,A young boy on a staircase.,0
A man playing the bagpipes in traditional garb plays while walking down a wet stone street.,The woman is driving a car.,2
"A dog jumping up for a ball held by a woman in black skirt, beige vest and blue shirt",An animal is playing.,0
Three little girls are sitting on the grass.,There are children outside.,0
People watching hot air balloons.,People looking at hot air balloons.,0
A protest going on in California over racism at Stonehurst Elementary School.,There is a protest over racism.,0
A racing car goes through a dirt course while fans watch.,The car is idle.,2
People shop for goods at a fruit stand.,A fruit stand is outdoors.,1
A bad storm is slowing traffic on a busy city street.,Lightning crashes down around them,1
Many people gather alcohol bottles and caps in piles in a poorer nation.,People are trying to earn money.,1
"A girl with a tattoo on her wrist that reads ""no regrets"" has her hand outstretched.",A girl with a tattoo on her ankle stretches out her leg.,2
Two men are on a beach looking in the distance.,Men kissing each other.,2
A man with a safety hat does roadwork.,A man put the safety hat on after his boss gave him beef.,1
Blond girl in a winter coat is listening to an iPod.,A girl is sleeping,2
A smiling woman snaps a photograph.,The woman smiles while she takes a photo.,0
The passenger train is arriving.,Person about to get on training.,0
A man in a suit and a cat resting on a red couch.,The man pets the cat on the red couch.,1
Two asian men walking down the street holding red bags.,Two asian men have just finished shopping,1
Two ladies stand on a sidewalk wearing skimpy clothes and men's underwear.,The two ladies were wearing mens underwear and skimpy clothes.,0
Three little boys are playing at the beach.,three boys are playing in the sand,1
A white dog runs on the sand.,A dog is playing outside.,1
A body of water at sunset.,Workers look at the clock for the end of their shift.,2
A worker harvesting crop on a rainy day.,The worker worked hard to harvest the crop before the bad storm.,1
"A long-haired brunette in a black long-sleeved top, pants and a long blue scarf stands reading a magazine in a waiting room.",A person in a top.,0
A bald dark-skinned man in a purple tank top and jeans works with another man next to a blue bucket.,There is a comb on a sink with a huge clump of hair on it.,2
a Guy driving the tractor with some people around him,A man is driving a large vehicle.,0
"The brown, white and black dog runs on a gravel surface.",Three dogs are running.,0
Four boys are standing outside by a piano and palm trees.,There is a piano outside.,0
"A girl is adding a vial of blue liquid to a glass container, while another girl looks on.",A girl is adding a vial of light blue liquid to a container.,1
A line of motorbikes in front of a store.,All of the Bikers are riding Schwinn's.,2
A basketball player in a blue jersey holds the ball high.,A man playing basket ball,1
A blond woman is next to a man in a red shirt.,woman with man,0
The woman cooks over the hot fire.,The woman is sleeping.,2
Two people talking to a man about the instrument he is playing.,people talking to a man they know,1
A man reads a book in an orange and yellow hammock.,A man on vacation reads a book while resting in a hammock on a tropical beach.,1
Two girls stand in a puddle on a sidewalk.,Two girls are outside.,0
People are walking around an oriental plaza.,Some people are strolling through a plaza.,0
"A woman in a black shirt holding a cherry pie on top of her head, the pie is still in the baking dish.",A woman wearing a shirt has a cherry pie in the dish on her head.,0
A single light shines on a man with a baseball cap as he stands in a room with a ladder and graffiti on the wall.,A soccer player scores a goal.,2
A woman sits hidden in the dried stray awaiting an animal in the wild.,The woman is walking around.,2
"In a crowd at a stadium, one man is standing up by himself with his arms up over his head like he's doing the Wave.",A man is doing the Wave motion by himself at a stadium.,0
Two women in headscarves sit on a bench in a small shop.,Two women in headscarves are standing on a bench in a small shop.,2
A group of protesters holding sings and raising their arms up in the air,The signs are made of cardboard.,1
"An asian visible from neck upward, seated in front of a grand piano which is placed on a wooden floor.",The piano the Asian is sitting at is made from legos.,2
A woman with glasses with a large bag around her arm on a street surrounded by people.,There are no other people on the street with the woman.,2
A female swimmer in a blue cap swimming underwater.,The girl is a competitive swimmer.,1
a woman in green pants sits next to a woman in a pink jacket in front of statue of a fish.,A woman in green pants is by a woman in front of a fish statue.,0
A blond woman wearing a dark blue tank top is holding a camera.,The woman does not own a camera.,2
A black and white dog jumps after a yellow toy.,A dog is chasing his toy.,0
The girl in the green top and sunglasses is performing in a parade.,a woman putting on shoes,2
Two children are making something out of snow.,Two children outside in the snow.,1
A baby in a baseball shirt crawls through a tube.,An infant is on all fours.,0
