premise,hypothesis,label
"A man sitting down eating, and a woman with a black shirt walking outside with shopping bags.","A fellow is eating while sitting, and a lady is walking outside a building with a black shirt and some bags",0
A pretty young lady is playing the harp.,A girl plays a stringed instrument.,0
Two men work on top of a tall building on a cloudy day.,Two men are playing chess in a park.,2
A man in a white shirt and sunglasses and a man in a black shirt and sunglasses sit at a table with four beer bottles.,Two men sit in the dark.,2
A man dressed in a police uniform on a Segway personal transportation device is in the street.,A man dressed in a police uniform is in the spaceship.,2
A person with torn orange leggings and black boots is sitting nearby a large crowd of people.,Someone is sitting near a crowd.,0
"A boy in a gray hooded sweater, looking at a school of fish at an aquarium.",A person looking at a school of dolphins.,1
Two women wearing matching skirts with Union Jacks printed on them walk through a fair.,Two women are walking to the food stand.,1
A vietnamese woman in a hat arranging flowers in a bowl.,A woman is  putting flowers in a bowl.,1
A man at a gym works out while a woman walks on a treadmill behind him.,A man at a gym works out while a woman walks on a treadmill are burning calories,0
A woman in blue jeans pokes an awning from underneath to make puddled rain fall to the ground in the sidewalk market area of a city.,Woman walking in the rain,1
A woman paints a brown vase with white flowers.,A woman makes a gift for a friend,1
A person reads to a group of boys.,A person is reading a book to a group of boys,1
"A young boy, wearing shorts and a red tank top, is sliding down a mountain of snow, riding a board on his belly.",A boy is sliding down a snowy hill with a board.,0
Workers on a roof install new shingles.,The workers on the roof are installing shingles where the storm ripped some off.,1
Three people are sitting at a table together.,The people are standing.,2
A young boy is falls to the awkwardly to the ground with a surprised look on his face while a group of people watch from behind.,The child skinned his knee in the fall.,1
Two women in skirts and on man in khakis walk past an Armani billboard.,Two women and a man walk past an Armani billboard.,0
An elderly man is taking a nap and resting his head on a stone.,A man is napping outdoors.,1
An elderly person is helped by a younger man.,A young man is helping n old person.,0
Two women in costume smiling in a parade.,The angry women scare the children at the park.,2
A young female tennis player wearing a blue hat is waving to her fans.,young tennis player waves to her fans after winning a match.,1
A man is working on a sign outdoors.,A billboard technician is putting up a new advertisement.,1
a man in red stands with his child at the beach.,A man wearing red standing with his child at a beach overlooking the ocean.,1
A priest performs religious ceremonies against a colorful backdrop that includes a statue and various religious objects.,A priest is performing a ceremony in church.,1
Women weaving colored yarn.,a group of people doing something.,0
"A man and a woman, both in white shirts and cowboy hats, sit on horses by an American flag.",A man and a woman lead a fourth of July parade.,1
A man at a desk is listening to a man in a white shirt speak.,A woman is amking a speech,2
A child is sledding down a snowy hill.,Kids playing in a snowball fight.,2
Three workers are working on a metal roof,Three men are sitting on a couch.,2
A man in a suit wearing safety goggles is welding open a locker.,A man is sleeping at home.,2
A woman in a striped sweater is standing on a hill.,The woman is singing 'the hills are alive'.,1
A man in long plaid shorts and a Easter hat carrying a black bookbag walks with a heavyset woman with pink hair and wearing a hippie style dress walk away from the camera following many other similarly dressed people.,The man and woman shown are married.,1
a guy enjoying a day playing Frisbee.,"A person is at the park, playing Frisbee with dog.",1
A man in an orange ski suit top with black bottoms has finished performing a trick and is in midair.,The man is wearing black pants.,0
"A young boy, playing soccer, is wearing a green jersey and black shorts and has his face buried in his hands.",The boy in the green jersey plays goalie on the soccer team.,1
Male standing at a podium speaking.,A male is performing an interpretive dance at a play.,2
A woman wearing a sweater and jeans is playing on a tire swing with two little children in an outdoor park.,There are people outdoors.,0
A black dog is attempting to catch a thrown object that is red.,A black dog is attempting to catch a Frisbee.,1
Five people jumping of the side of a small dirt ledge.,Five people are relaxing at the spa.,2
A young boy stands on a wide floor with his mouth open.,"A boy, mouth agape, stands on the floor.",0
The soccer player in blue is trying to get to the ball before the soccer player in red while the soccer player in black tries to stay out of the way.,A few soccer players are playing a soccer match.,0
A young child holding hands with a woman and the walk past a wall with the number 93 painted on it.,Two people are walking,0
A man is sitting in a harness and washing a window.,A man is cleaning the tile inside the building.,2
A crew with cameras and a woman in a black dress surround a gray van.,The woman is being interviewed by the camera crew.,1
A pitcher is getting ready to throw a ball during a baseball game.,A man plays baseball on his video game system,2
A man is playing a saxophone in a public space.,The man is feeding ducks in a park.,2
There are lots of people in the streets.,An empty street.,2
