unique_id,difficulty_score,premise,hypothesis,true_label
3_9537b,1.0,A brown and white dog is jumping a red and yellow pole.,A dog jumping over a pole.,0
3_9537c,1.0,A brown and white dog is jumping a red and yellow pole.,A panda sneezing.,2
3_788a,0.75,A man wearing a black knit hat with a green strip and a blue jacket is standing on a ladder while a woman in a red jacket and teal hat steadies the ladder.,bird flying high,2
3_788b,0.0,A man wearing a black knit hat with a green strip and a blue jacket is standing on a ladder while a woman in a red jacket and teal hat steadies the ladder.,man changing light bulb,1
3_788c,1.0,A man wearing a black knit hat with a green strip and a blue jacket is standing on a ladder while a woman in a red jacket and teal hat steadies the ladder.,man on ladder,0
4_19155a,0.75,A boy riding a zip line and another behind him waiting his turn.,The boy had to wait in line before he zip lined.,0
4_19155b,1.0,A boy riding a zip line and another behind him waiting his turn.,The boy is wearing red.,1
4_19155c,0.25,A boy riding a zip line and another behind him waiting his turn.,Waiting in lines is fun.,2
2_20819a,1.0,Boys with bottles pose in shopping carts in urban area.,The urban environment has boys with shopping carts.,0
2_20819b,0.5,Boys with bottles pose in shopping carts in urban area.,Boys with cans are at the mall.,2
2_20819c,1.0,Boys with bottles pose in shopping carts in urban area.,The boys are posing for a photo shoot.,1
2_2240a,1.0,Group of pigeons flying in the air.,Roosting pigeons on the fence,2
2_2240b,1.0,Group of pigeons flying in the air.,The birds are flying,0
2_2240c,0.0,Group of pigeons flying in the air.,There are pigeons outside,1
2_6083a,0.25,"A drummer playing the drums, behind him is a blue wall with white writing.",A drummer is bashing the cymbals with his drumstick while the crowd dances.,1
2_6083b,1.0,"A drummer playing the drums, behind him is a blue wall with white writing.",A man is tying his shoes in front of a drum set.,2
2_6083c,0.0,"A drummer playing the drums, behind him is a blue wall with white writing.",A man is hitting drums with sticks.,0
4_6952a,0.5,Two women harvesting their garden.,Two women are picking vegetables.,0
4_6952b,1.0,Two women harvesting their garden.,Women are on a motorcycle.,2
4_6952c,0.0,Two women harvesting their garden.,Women are in the garden.,1
0_4670a,1.0,A man in dark shorts is windsurfing on a clear day.,The teacher is angry at her students.,2
0_4670b,0.25,A man in dark shorts is windsurfing on a clear day.,The man's ear is pierced.,1
0_4670c,1.0,A man in dark shorts is windsurfing on a clear day.,A man is windsurfing.,0
4_8953a,1.0,Two dogs fetch sticks in the snow next to the tree line.,The trees are pine trees.,1
4_8953b,0.75,Two dogs fetch sticks in the snow next to the tree line.,"The dogs are in Phoenix, Arizona.",2
4_8953c,0.5,Two dogs fetch sticks in the snow next to the tree line.,There is the color white in the photo.,0
2_24167a,0.25,A girl is sitting on the stairs.,A girl have stairs in her home.,0
2_24167b,1.0,A girl is sitting on the stairs.,A girl fell from stairs.,2
2_24167c,1.0,A girl is sitting on the stairs.,A girl sitting on stairs to sleep there.,1
3_25285a,1.0,A man in the ocean holding up a large starfish.,The man is sleeping on the beach.,2
3_25285b,0.5,A man in the ocean holding up a large starfish.,The ocean is very still.,1
3_25285c,1.0,A man in the ocean holding up a large starfish.,The man is wet.,0
1_25991a,0.75,the man in the picture is blowing fire through is mouth.,A man does fire tricks.,0
1_25991b,1.0,the man in the picture is blowing fire through is mouth.,a woman plants flowers.,2
1_25991c,1.0,the man in the picture is blowing fire through is mouth.,A performer at the circus entertains.,1
1_1311a,0.75,3 men waiting in casual clothing standing.,Casual clothing picking up a house.,2
1_1311b,1.0,3 men waiting in casual clothing standing.,a man is casual clothing is running down the street.,2
1_1311c,0.0,3 men waiting in casual clothing standing.,Three men stand talking on a street corner.,0
2_26047a,1.0,A man is sitting in front of his gray laptop.,There is a man sitting.,0
2_26047b,0.25,A man is sitting in front of his gray laptop.,There is a man sitting in a chair.,1
2_26047c,1.0,A man is sitting in front of his gray laptop.,There is a man standing.,2
2_5318a,0.5,"A woman is holding up a yellow sign that reads ""free hugs""",The woman wants to give hugs.,1
2_5318b,1.0,"A woman is holding up a yellow sign that reads ""free hugs""",The sign has words on it.,0
2_5318c,1.0,"A woman is holding up a yellow sign that reads ""free hugs""",The woman has a red sign.,2
4_4260a,1.0,A man in a blue shirt at a restaurant.,A businessman is going to order some food.,1
4_4260b,1.0,A man in a blue shirt at a restaurant.,A clothed man walks through a supermarket.,2
4_4260c,0.0,A man in a blue shirt at a restaurant.,A man enjoys the restaurant atmosphere.,0
0_21962a,0.25,A group of people sitting on a couch sipping drinks.,The group of people are having a beer guzzling contest.,2
0_21962b,1.0,A group of people sitting on a couch sipping drinks.,The people are spending time togethor.,0
0_21962c,1.0,A group of people sitting on a couch sipping drinks.,The group of people are sitting on the poolside couch sipping wine and waiting for the fireworks to begin.,1
4_27562a,1.0,Two young girls hug in front of the American flag,two girls join ISIS,2
4_27562b,1.0,Two young girls hug in front of the American flag,two girls celebrate heritage,1
4_27562c,0.5,Two young girls hug in front of the American flag,two girls being patriotic,0
1_2174a,0.75,A bald man in a T-shirt is emptying a dishwasher in a kitchen.,A man unloading dishes from the dishwasher.,0
1_2174b,1.0,A bald man in a T-shirt is emptying a dishwasher in a kitchen.,A bald man grocery shopping.,2
1_2174c,1.0,A bald man in a T-shirt is emptying a dishwasher in a kitchen.,A man emptying the dishwasher to load more.,1
1_19761a,1.0,A group of people walk through a traditional market.,The group of people are walking thru the mall.,2
1_19761b,0.0,A group of people walk through a traditional market.,The people are going thru a mom and pop store.,0
1_19761c,1.0,A group of people walk through a traditional market.,The market sells old items.,1
1_12268a,0.25,One asian woman resting her head on another asian woman's lap with two parasols behind them.,The sisters are riding on a boat.,1
1_12268b,1.0,One asian woman resting her head on another asian woman's lap with two parasols behind them.,The women have parasols.,0
1_12268c,1.0,One asian woman resting her head on another asian woman's lap with two parasols behind them.,The women are going for a walk.,2
2_17203a,1.0,"A woman in a white shirt and hat, and another woman in a blue tank top with blue visor playing tennis.",The woman is alone and praying in church.,2
2_17203b,0.5,"A woman in a white shirt and hat, and another woman in a blue tank top with blue visor playing tennis.",The woman is wearing a skirt.,1
2_17203c,1.0,"A woman in a white shirt and hat, and another woman in a blue tank top with blue visor playing tennis.",The woman has one head.,0
4_17415a,1.0,Climber climbing an ice wall,A climber is climbing an ice wall to get to his igloo,1
4_17415b,0.75,Climber climbing an ice wall,A climber is breaking down an ice wall,2
4_17415c,1.0,Climber climbing an ice wall,A climber is climbing an ice wall,0
0_11123a,1.0,A man dives towards the water.,A man is diving.,0
0_11123b,0.0,A man dives towards the water.,A man is jumping off the diving board.,1
0_11123c,1.0,A man dives towards the water.,A man is in his office.,2
2_21133a,1.0,A group of men dressed in strange clothing talk about their day.,Two men are wearing clothes.,0
2_21133b,0.25,A group of men dressed in strange clothing talk about their day.,The two men shop at the same store,1
2_21133c,1.0,A group of men dressed in strange clothing talk about their day.,The two men are singing the same song.,2
4_1998a,0.0,An African woman carries a parcel on her head.,A package is being held on a woman's noggin.,0
4_1998b,0.5,An African woman carries a parcel on her head.,The woman is returning with her clean laundry.,1
4_1998c,1.0,An African woman carries a parcel on her head.,The an balances a box on his head.,2
2_7300a,0.75,Two little boys in yellow shirts and red shorts.,Two boys dressed alike wearing summer outfits.,0
2_7300b,1.0,Two little boys in yellow shirts and red shorts.,Two boys are playing at the beach.,1
2_7300c,1.0,Two little boys in yellow shirts and red shorts.,Two boys with heavy coats are skiing.,2
0_23201a,0.25,A girl in a blue shirt feeds an exotic bird,The girl is feeding a giraffe.,2
0_23201b,1.0,A girl in a blue shirt feeds an exotic bird,The girl is by a bird.,0
0_23201c,1.0,A girl in a blue shirt feeds an exotic bird,The girl is feeding the bird at a zoo.,1
2_22135a,1.0,a large yellow electrical box.,An electrical box is shown in the photo.,0
2_22135b,1.0,a large yellow electrical box.,The box contains cookies.,2
2_22135c,0.5,a large yellow electrical box.,The box is painted yellow.,1
0_4921a,1.0,Man in a kayak swimming in rough waters.,The man is swimming playfully in calm water.,2
0_4921b,1.0,Man in a kayak swimming in rough waters.,A man is in a kayak during a dreary day.,1
0_4921c,0.75,Man in a kayak swimming in rough waters.,A kayak with a man in it is being pushed around by rough waters.,0
1_6370a,0.0,Man sits outside to enjoy the weather.,A man is relaxing outside.,1
1_6370b,1.0,Man sits outside to enjoy the weather.,A man is enjoying the weather.,0
1_6370c,1.0,Man sits outside to enjoy the weather.,A man is sleeping indoor.,2
1_16166a,1.0,One man sitting alone reading a paper in a factory room.,The man is at home eating dinner with his wife.,2
1_16166b,0.25,One man sitting alone reading a paper in a factory room.,The man is reading the newspaper.,1
