premise,hypothesis,label
"The woman in the black shirt and reddish skirt is getting a gift from the man with the white shirt, while a girl with a white sweater is looking eagerly at what the man is giving the woman, and are, presumably, in a party.",The woman's skirt is black.,2
An Asian Gymnast in a Rhinestone Suit holding a baton.,The gymnest is not holding anything.,2
A woman dying her shirt in her backyard.,woman dies shirt,0
A young blond-haired woman is wearing a Bull's athletic uniform with the number nineteen on it.,there is a woman wearing a number,0
An older man sits in front of a young man standing in an air traffic control booth.,The two men are at the airport,0
A young woman in a black tank-top directs her friends on a sports field.,the woman is naked,2
"A man in a yellow jacket with the number twelve on his back uses a rod to pull a horse, as people behind a Bud Light sign watch.",A man is riding a horse while pulling him as people watch.,2
A man in a hat is walking beside a large building made out of adobe.,The man is walking through a small village.,1
Two woman at a professional conference or convention.,Two women are happily at a professional conference.,1
The pitcher is winding up for a pitch.,The pitcher is sleeping.,2
"A woman in a navy blue shirt and jeans stands in front of a metal building, her hand resting on a fence, with her black and white dog lying in front of her.",There is a woman and an animal outside.,0
"A smiling man of Asian descent is sitting in his slightly-untidy cubicle at a desktop computer with several windows open, both hands poised in proper keyboarding position.",A man uses a computer.,0
A brown-haired young man wearing a green t-shirt plays a large xylophone outside., A brown-haired young man is playing a xylophone outside for a crowd while wearing a signature green shirt.,1
A young child with orange sleeves stands alone in the woods.,The child is bare-chested.,2
Two children wearing life jackets face an older male while he paddles the canoe they are sitting in.,two boys play on a tramopline,2
Two people are constructing a child's puzzle game.,The people constructing the puzzle are doing it on the floor.,1
"A girl, dressed in winter clothing, is rolling a giant snowball along the snow-covered ground.",A young boy making a snowman outside.,2
A young man and woman are laughing and drinking a beer.,A young man and woman shared a beer.,2
A man reads a book while sitting in a laundry facility.,The man sitting in the laundry facility reads a book.,0
A group of young men are playing basketball outdoors.,The men are outside,0
A young toddler smiling at the camera while standing in the garden.,An old man is smiling at the camera.,2
A man in a red t-shirt and khakis plays the hand drums for a crowd of people.,The man is in a band.,1
Two people are playing golf on a golf course.,There are some people outside,0
A boy dressed in blue racing coveralls sits on a soccer ball on a concrete picnic bench.,The boy is a car racer.,1
A person in a long-sleeved striped top stands near a cat in front of a glass-doored beverage cooler in a store.,A dog sleeping by his owner at a park.,2
"A dad holding his son, who is watching a goat, a mom with her daughter is standing right next to them looking into the goat pen.",a goat is observed by two pairs of old and young people,0
A woman in a green top is lifting a metal bowl off of the stove.,The woman is writing a note,2
People standing on a very crowded bus.,The crowded bus of people is making many stops.,1
A group of people are standing around near a building.,Passengers ride the metro.,2
An old lady plows the field and plants a seed.,girl maintain the garden.,1
An old cadillac and a white motorcycle on a street.,The Cadillac is pink.,1
A group of people sitting around a table with paper in front of them.,Some people are sitting at a table.,0
A man standing near water lights a cigarette.,A man is trying to quit smoking and failing.,1
A person in an orange shirt sits at an office desk and looks at a double computer screen.,The person is doing mturk survey's on two computer screens.,1
Construction workers working outdoors with their backs to the camera.,Construction workers hard at work.,0
newly married couple having their first kiss.,Couple kisses each other.,0
A man and a woman are sharing a dishwashing task in a kitchen at the sink.,People cooking dinner.,2
A runner wearing yellow shoes is leaping over a hurdle.,A runner is on a track.,1
A man is sitting on a black and brown dog.,The dog is white.,2
A man wearing red pants is balancing on a blue sculpture.,A man is balancing.,0
A girl in green with glittery fairy wings holds a woman's hand as they walk down a path in a park.,"A girl is trick-o-treating, but has stopped to help an old lady to get out of the park.",1
A man walking around in a field doing who knows what.,A man walking around the field.,0
A man riding a horse in some sort of Chinese dueling sport.,The man owns the horse in order to play this sport.,1
A man walks past a building with a blue coat.,A man walks by a building,0
An asian child in a baseball cap crying while he is being held,The young child is not happy.,0
Two men in light colored shirts and dark pants sit on a balcony conversing as a lone car passes below.,One of the men holds a lit cigarette.,1
A man is on a rooftop re-patching the roof.,A plant manager monitoring his workers.,2
A girl in a pink dress is smiling and standing on a bed.,A girl in a dress smiling while standing on a mattress.,0
A large brown dog and a large black and white dog running together,two dogs are running,0
