premise,hypothesis,label,unique_id
A woman with a ponytail dressed in jean shorts and a black tank top sitting on the lap of a man with camo shorts and a white shirt on a subway.,the woman is a model,1,3_4121c
A group of people sit near a large red brick building in the grass.,One person sitting by a building on the concrete.,2,3_4171a
A group of people sit near a large red brick building in the grass.,Several people are seated by a large red building.,0,3_4171b
A group of people sit near a large red brick building in the grass.,A group of men sit near a brick building in bright green grass.,1,3_4171c
A group of children walking in a neighborhood.,Children are playing at the park.,2,3_4177a
A group of children walking in a neighborhood.,Children are walking to school.,1,3_4177b
A group of children walking in a neighborhood.,Children are walking.,0,3_4177c
A boy in a blue shirt stands on top of a wall next to the corner of a brick house.,A boy is playing in his room.,2,3_4208a
A boy in a blue shirt stands on top of a wall next to the corner of a brick house.,A boy is standing on a wall.,0,3_4208b
A boy in a blue shirt stands on top of a wall next to the corner of a brick house.,A boy is gazing at a house.,1,3_4208c
Boy riding a horse.,a boy leads a horse,1,3_4287a
Boy riding a horse.,a horse walks up to the boy,2,3_4287b
Boy riding a horse.,a boy rides a horse,0,3_4287c
Two people with yellow backpacks hiking up a hill.,Two people are climbing a hill on foot.,0,3_4289a
Two people with yellow backpacks hiking up a hill.,Two girls wear yellow backpacks.,1,3_4289b
Two people with yellow backpacks hiking up a hill.,Two people in yellow backpacks sit at the base of a hill.,2,3_4289c
"The dog with the red collar is white, black, and brown.",The dog is very furry.,1,3_4336a
"The dog with the red collar is white, black, and brown.",The dog's hair is all black.,2,3_4336b
"The dog with the red collar is white, black, and brown.",A dog with a red collar.,0,3_4336c
A happy bride and groom leaving the wedding amidst many friends and family.,A brother and sister have just graduated from school.,2,3_4341a
A happy bride and groom leaving the wedding amidst many friends and family.,A couple is on the way to a honeymoon destination.,1,3_4341b
A happy bride and groom leaving the wedding amidst many friends and family.,A couple just got married.,0,3_4341c
"A white person sits in the snow, reading.",The person is outside,0,3_4401a
"A white person sits in the snow, reading.",the person is cold,1,3_4401b
"A white person sits in the snow, reading.",the person is at home,2,3_4401c
Two workers in orange jackets work on a red train.,The train is being worked on by two people.,0,3_4533a
Two workers in orange jackets work on a red train.,The workers are train conductors.,1,3_4533b
Two workers in orange jackets work on a red train.,The bus is being worked on by two people.,2,3_4533c
An asian man is playing guitar while a woman is sitting on a couch.,A man is playing an instrument for his wife,1,3_4573a
An asian man is playing guitar while a woman is sitting on a couch.,A man is playing an instrument,0,3_4573b
An asian man is playing guitar while a woman is sitting on a couch.,A man is playing a game,2,3_4573c
A large stick filled with cotton candy to sell leans up against a wall.,"The stroller smooths his uniform and sets his cap just so, as a freshly made batch of cotton candy sits nearby, ready to sell.",1,3_4576a
A large stick filled with cotton candy to sell leans up against a wall.,There's cotton candy for sale.,0,3_4576b
A large stick filled with cotton candy to sell leans up against a wall.,Trays of peanut brittle fill the counter of the candy shop.,2,3_4576c
A man and woman stroll down a sidewalk pushing a baby carriage in a residential area.,The man and woman are outside in a residential area.,0,3_4594a
A man and woman stroll down a sidewalk pushing a baby carriage in a residential area.,The couple are in an industrial area.,2,3_4594b
A man and woman stroll down a sidewalk pushing a baby carriage in a residential area.,The baby is crying loudly.,1,3_4594c
"Two people are on a stage, one holding a microphone, another an electric guitar.",The singer is singing a folk song.,1,3_4682a
"Two people are on a stage, one holding a microphone, another an electric guitar.",The people on stage are play are in a band.,0,3_4682b
"Two people are on a stage, one holding a microphone, another an electric guitar.",The,2,3_4682c
A man wearing an orange hat is holding an inflatable hammer.,A man wearing a green hat is holding a hammer.,2,3_4853a
A man wearing an orange hat is holding an inflatable hammer.,A man in a hat won an inflatable hammer at a carnival booth.,1,3_4853b
A man wearing an orange hat is holding an inflatable hammer.,A man in a hat is holding a blow up hammer.,0,3_4853c
A man and a woman sitting in chairs and smiling at each other.,The husband and wife shared a joke as they sat in the lawn chairs.,1,3_4885a
A man and a woman sitting in chairs and smiling at each other.,The mother and daughter laughed as they sat on the couch and watched the TV show.,2,3_4885b
A man and a woman sitting in chairs and smiling at each other.,The woman and man sat in their chairs and smiled at each other.,0,3_4885c
A group of people meditate on the beach.,Several people breathing next to water.,0,3_5009a
A group of people meditate on the beach.,A men's only club is sitting on sand relaxing together.,1,3_5009b
A group of people meditate on the beach.,Women scream in anguish on an open plain full of dead buffalo.,2,3_5009c
An elephant wearing a red and blue scarf walks along the brick road.,The man is riding the elephant.,1,3_5065a
An elephant wearing a red and blue scarf walks along the brick road.,The elephant walks down the street.,0,3_5065b
An elephant wearing a red and blue scarf walks along the brick road.,The elephant is playing the piano.,2,3_5065c
A brown and white dog with a pink Frisbee in its mouth leaps through the air next to a young man in a knit cap.,"A man is at the vet with his dog, waiting to be seen.",2,3_5073a
A brown and white dog with a pink Frisbee in its mouth leaps through the air next to a young man in a knit cap.,The man is at the dog park playing with his dog with a Frisbee.,1,3_5073b
A brown and white dog with a pink Frisbee in its mouth leaps through the air next to a young man in a knit cap.,A man and a dog are playing with a pink Frisbee.,0,3_5073c
A band member jumps in the air.,A band member is lying on the floor in the fetal position.,2,3_5094a
A band member jumps in the air.,A member of a band is jumping.,0,3_5094b
A band member jumps in the air.,A band member is jumping to his death.,1,3_5094c
Several people in a band jumping up and down to the music.,The band is playing rock and roll,1,3_5095a
Several people in a band jumping up and down to the music.,People are listening to music,0,3_5095b
Several people in a band jumping up and down to the music.,The people are standing still,2,3_5095c
"Two men playing hockey, with one on the ground and the other spraying him with ice.",The baseball is hit out of the park.,2,3_5159a
"Two men playing hockey, with one on the ground and the other spraying him with ice.",People are playing ice hockey.,0,3_5159b
"Two men playing hockey, with one on the ground and the other spraying him with ice.",Men are competing for the Stanley Cup.,1,3_5159c
"A girl with extremely red-hair, blue eyes, and fair skin waves.",girl waves,0,3_5170a
"A girl with extremely red-hair, blue eyes, and fair skin waves.",girl died her hair,1,3_5170b
"A girl with extremely red-hair, blue eyes, and fair skin waves.",boy plays nintendo,2,3_5170c
a young boy wearing a blue outfit sliding down a red slide.,A young boy slides down a slide.,0,3_5183a
a young boy wearing a blue outfit sliding down a red slide.,A young boy slides down a slide for the first time.,1,3_5183b
a young boy wearing a blue outfit sliding down a red slide.,A young boy builds a sand castle.,2,3_5183c
A Black woman dressed in tank top and jeans holds a leash to a brown dog.,An asian woman dressed in a winter coat holds a leash to a white dog.,2,3_5217a
A Black woman dressed in tank top and jeans holds a leash to a brown dog.,A black woman takes her dog for a walk on a summer day.,1,3_5217b
A Black woman dressed in tank top and jeans holds a leash to a brown dog.,A woman is with her dog.,0,3_5217c
