premise,hypothesis,label,unique_id
Many workers making their way in the heat of the fields.,Workers take a water break.,2,2_4177b
Many workers making their way in the heat of the fields.,Many workers in a field.,0,2_4177c
Blond woman poses for the camera while holding a book and star shape.,the camera is malfunctioning outside.,2,2_4208a
Blond woman poses for the camera while holding a book and star shape.,people are taking pictures of themselves inside.,1,2_4208b
Blond woman poses for the camera while holding a book and star shape.,there is a women posing for the camera.,0,2_4208c
A crowd excited and happy.,There are hundreds of happy people,1,2_4287a
A crowd excited and happy.,The only man in this photo looks very sad.,2,2_4287b
A crowd excited and happy.,This is a happy crowd.,0,2_4287c
Three riders wearing black jerseys jump their BMX bikes into the air.,riders jump their bikes into the air,0,2_4289a
Three riders wearing black jerseys jump their BMX bikes into the air.,a rider jumps his bike into the air,2,2_4289b
Three riders wearing black jerseys jump their BMX bikes into the air.,young riders jump their bikes into the air,0,2_4289c
The win was a close tie but the Red team won.,The red team won the tennis match.,1,2_4336a
The win was a close tie but the Red team won.,The win wasn't even close and the yellow team won.,2,2_4336b
The win was a close tie but the Red team won.,The red team won.,0,2_4336c
In this picture there is a person lying down on a bench covering his face with his arms.,A person is taking a nap.,1,2_4341a
In this picture there is a person lying down on a bench covering his face with his arms.,A person is walking down the street.,2,2_4341b
In this picture there is a person lying down on a bench covering his face with his arms.,A person lying down.,0,2_4341c
A boy is rock climbing.,A boy is climbing rocks.,0,2_4401a
A boy is rock climbing.,A boy is eating a pizza.,2,2_4401b
A boy is rock climbing.,A boy is on a rock climbing simulator.,1,2_4401c
Some people are fishing off the wall beside the ocean.,Nobody is fishing.,2,2_4533a
Some people are fishing off the wall beside the ocean.,Tall humans fishing.,1,2_4533b
Some people are fishing off the wall beside the ocean.,Humans fishing.,0,2_4533c
Adults in the kitchen of someone's house eating and looking at something in front of them.,The adults are eating inside the house.,0,2_4573a
Adults in the kitchen of someone's house eating and looking at something in front of them.,The adults are in their own home.,2,2_4573b
Adults in the kitchen of someone's house eating and looking at something in front of them.,The adults are looking at the oven.,1,2_4573c
A man with a camouflage hat on playing drums.,The male is playing a guitar.,2,2_4576a
A man with a camouflage hat on playing drums.,The male is wearing a cover and using a musical instrument.,0,2_4576b
A man with a camouflage hat on playing drums.,The male is playing with a band.,1,2_4576c
A man in a green shirt and a woman in a purple top are sitting on a bench.,Couple sits next to eachother,1,2_4594a
A man in a green shirt and a woman in a purple top are sitting on a bench.,Man and women sit next to eachother,0,2_4594b
A man in a green shirt and a woman in a purple top are sitting on a bench.,man and women walk by bench,2,2_4594c
A young boy that's about two is staring at either a rock or sea shell in wonder.,girl in pool,2,2_4682a
A young boy that's about two is staring at either a rock or sea shell in wonder.,boy thinks he sees treasure,1,2_4682b
A young boy that's about two is staring at either a rock or sea shell in wonder.,boy stares at rock,0,2_4682c
Men in white painters' clothes are painting a railing blue on a pier.,Painters standing on a rooftop,2,2_4853a
Men in white painters' clothes are painting a railing blue on a pier.,Painters painting by the water,0,2_4853b
Men in white painters' clothes are painting a railing blue on a pier.,Painters painting by a big boat,1,2_4853c
A woman in a white tank top is walking with something in her hand.,A woman is holding something as she walks.,0,2_4885a
A woman in a white tank top is walking with something in her hand.,A woman wearing white is laying in bed.,2,2_4885b
A woman in a white tank top is walking with something in her hand.,A woman wearing white is holding flowers.,1,2_4885c
A band of older adults plays on a street with a crossing sign just behind them.,A group of parents are dancing in the street for a neighborhood party.,1,2_5009a
A band of older adults plays on a street with a crossing sign just behind them.,A group of people are swimming.,2,2_5009b
A band of older adults plays on a street with a crossing sign just behind them.,A group of people are playing on a street.,0,2_5009c
"Two men on horses one with a black hat, and the other with a white hat, chasing a bull.",The men are chasing an animal.,0,2_5065a
"Two men on horses one with a black hat, and the other with a white hat, chasing a bull.",The two men are chasing a black bull.,1,2_5065b
"Two men on horses one with a black hat, and the other with a white hat, chasing a bull.",The two men are chasing a kangaroo.,2,2_5065c
A black dog plays around in water.,The dog is playing in the water.,0,2_5073a
A black dog plays around in water.,The dog is swimming.,1,2_5073b
A black dog plays around in water.,The dog is fast asleep at home.,2,2_5073c
A curly-haired girl captivated by a butterfly.,A girl catches a mouse.,2,2_5094a
A curly-haired girl captivated by a butterfly.,A girl catches bugs.,0,2_5094b
A curly-haired girl captivated by a butterfly.,A girl is outside playing.,1,2_5094c
A young man in a foreign military outfit.,a man in a foreign outfit,1,2_5095a
A young man in a foreign military outfit.,a woman in foreign clothing,2,2_5095b
A young man in a foreign military outfit.,a young military man in uniform,0,2_5095c
People are sitting in the couch and laughing.,The people are on a plane on the way to vacation.,2,2_5159a
People are sitting in the couch and laughing.,A couple friends got together to watch an episode of Seinfeld.,1,2_5159b
People are sitting in the couch and laughing.,The people are sitting down.,0,2_5159c
A group of santas are walking in the city.,There are a group of Santa Clauses walking in the city.,0,2_5170a
A group of santas are walking in the city.,A group of Easter Bunnies play in the dog park.,2,2_5170b
A group of santas are walking in the city.,A group of Santas make their way through the city to get to the malls.,1,2_5170c
People in mainly business attire hurry along a city sidewalk.,Some people on a sidewalk.,0,2_5183a
People in mainly business attire hurry along a city sidewalk.,Some people on a sidewalk at night.,1,2_5183b
People in mainly business attire hurry along a city sidewalk.,A deserted sidewalk.,2,2_5183c
Team members watching a baseball game in progress from the dugout.,The team is riding a bus to a tournament.,2,2_5217a
Team members watching a baseball game in progress from the dugout.,The team watches a baseball game.,0,2_5217b
Team members watching a baseball game in progress from the dugout.,The team is going to play the winner of the current game.,1,2_5217c
Newlyweds smile and pose for a picture after their ceremony.,Divorcees are taking a photo together.,2,2_5232a
Newlyweds smile and pose for a picture after their ceremony.,Newlyweds smile and pose for a picture.,0,2_5232b
Newlyweds smile and pose for a picture after their ceremony.,Newlyweds are making a photo album.,1,2_5232c
A man and a little girl shaking hands on the game field.,the girl is lost,2,2_5243a
A man and a little girl shaking hands on the game field.,a man and girl are shaking hands on the field,0,2_5243b
A man and a little girl shaking hands on the game field.,the father went to his daughter after winning the game,1,2_5243c
"A man, wearing green and yellow clothing, is bicycling around a track with a motorcycle and another car following him.",A clown is riding a bicycle as a group of clowns chase him in a car.,1,2_5294a
"A man, wearing green and yellow clothing, is bicycling around a track with a motorcycle and another car following him.",A man is riding a bicycle.,0,2_5294b
"A man, wearing green and yellow clothing, is bicycling around a track with a motorcycle and another car following him.",A man is reading on the couch.,2,2_5294c
"A bicyclist rounds a turn, followed by a cameraman.",A person on a bicycle is followed around a turn.,0,2_5295a
"A bicyclist rounds a turn, followed by a cameraman.","A bicyclist rounds a turn, in 1st place in the bike race.",1,2_5295b
"A bicyclist rounds a turn, followed by a cameraman.",A man is driving a car around the roundabout,2,2_5295c
A man playing an music with a case open displaying music with a drink and can holding down the shits.,The man is playing music and drinking.,0,2_5325a
