premise,hypothesis,label
Two men in bright yellow jackets and hat pulling and pushing green bins.,One of the men is using a cart,1
A woman in a red shirt walks back from a bowling alley lane.,The woman is wearing red.,0
Many people shopping in a indoor market.,There are people shopping indoors for clothing,1
"A martial arts class, most of the class members are watching two spar.",A karate class is conducting a challenge to win a black belt certification.,1
Hippie jam band guitarist rocks out with keytar player in background.,There is music being played.,0
A child in a blue and red jacket is racking a pile of leaves.,A child in a jacket is racking.,0
A man in a red and black suit is riding on a white motorcycle.,A man in red and black is riding a motorcycle with the group.,1
Young athlete balances a discus on one finger while standing on one leg.,A feat of coordination and balance,0
The basketball player prepares to launch the ball to his teammate far down the court.,The player has the ball.,0
A woman shows her son how to use a sewing machine.,A woman doesn't show a sewing machine,2
two boats float down on the river,Two yachts on the ocean having a party.,2
A woman reading a book while traveling.,there is someone reading,0
A man is walking on a trail in the woods while a young girl is attempting to climb some boards of wood.,A man is walking on a trail in the woods and a young girl attempts to climb some boards of wood to rescue her cat.,1
Asian school children sitting on each others shoulders.,Asian factory workers sitting.,2
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,a woman poses for her photo,1
Three grown men are trying to extinguish the fire using a water hose.,A woman is using buckets of water to put out a fire.,2
A group of people are riding bikes across a bridge.,People are riding their bikes off a bridge.,2
"Bearded man wearing sunglasses, hat and leather jacket standing by an orange life preserver.",The hatless man poses with a green life preserver.,2
A woman helps a boy on the monkey bars.,The boy is hanging from a tree branch.,2
An older man playing the saxophone.,The elderman plays the piano.,2
The asian man in the blue hat is riding a bike.,A man is riding a bike.,0
"A woman is playing the violin and a man is playing the guitar while standing outside, performing for money.",The woman is performing inside the concert hall.,2
A man is making balloon animals for a group of young children.,The balloon animal is incomplete.,0
There is one woman riding a bike and a man who is riding on a Segway personal transportation device while carrying a pole that blind people use to help they detect things in their path.,There is one woman riding a bike.,0
Engineers in full bodysuits and gloves are working around metal machines.,Some Engineers are building a mechanical prototype.,1
"Two boys leaning against a car, with baked goods on a tray on one boy's head.",The boys are leaning against a green Ford car.,1
"Two Asian men and two Asian women, in various styles of dress, are waiting by a bus stop.",A bunch of white guys are walking in a field.,2
A man wearing black is standing on an indoor sports court.,A fat man standing inside.,1
A brunette child with glasses holding a blond child wearing a red sweater and yellow boots.,Child working with other child,1
a black dog balances a soccer ball on its nose.,The dog is touching the soccer ball.,0
A baseball player with a red helmet and white pants is tagged by the catcher while running to home base.,A baseball player is running to home base.,0
A man and a man talking near a table.,Two people chatting.,0
Teenager on a skateboard jumping over a child.,a skateboarder is doing a trick for a show,1
A dog is being sprayed with water.,A dog is being sprayed.,0
Girl playing a guitar to see if it works.,The girl is laying down,2
"Lounging on the pillar and worn bricks, the young man is immersed in his book.",The man is reading.,0
A woman works in a flower garden.,A woman is outside.,0
A brown and black dog leaps through the freshly mown grass.,An animal playing around.,0
The bike rider jumps off a rock.,The human is in the air.,0
Two men in life jackets working on a jet ski while a small boy in a life jacket and a woman look on.,A mother and her son watch a few guys fix a jet ski.,1
A little boy and girl are jumping on a trampoline in front of a yellow building.,The boy and girl are brother and sister.,1
Rock climbing in the mountains.,A lizard running in the desert.,2
A man in an orange shirt is standing next to a railway line.,The man is wearing a purple shirt.,2
Three casually dressed Caucasians are sitting on a couch.,Some people are sitting on a white couch.,1
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show.",Friends eating ice cream,2
A woman looking through the window of locksmith.,Person is staring at cakes through storefront window,2
A man playing a orange colored guitar.,A man is playing guitar.,0
Black man in checkered shirt is playing saxophone outside.,A black man in a suit is playing the violin in his bedroom.,2
A woman with sunglasses on her head and standing in front of an art display.,A woman is standing in front of an art display.,0
A little girl is looking at some plants while another is on the phone in the background.,A girl tells her friend on the phone that her other friend is looking at flowers.,1
A child plays with a toy on a playground.,a man is at a playground,2
A young boy in swimming trunks holds a blue pail and a bright green shovel on a sandy beach.,The little boy is by the water.,1
